form_name,field_name,page
05e - Period 4 Part 3 Final v1.0,Was a neurological examination performed?,520
05e - Period 4 Part 3 Final v1.0,Mental Status,520
05e - Period 4 Part 3 Final v1.0,Cranial Nerves,520
05e - Period 4 Part 3 Final v1.0,Motor Systems,521
05e - Period 4 Part 3 Final v1.0,Reflexes,521
05e - Period 4 Part 3 Final v1.0,Sensory System,522
05e - Period 4 Part 3 Final v1.0,Co-ordination,522
05e - Period 4 Part 3 Final v1.0,Station and Gait,523
05e - Period 4 Part 3 Final v1.0,Detailed findings of Neurological Examination,523
05e - Period 4 Part 3 Final v1.0,Confirm participant has been provided with a Trial Participation Card,523
05e - Period 4 Part 3 Final v1.0,"Is the signed copy of the participant's ICF present in their volunteer folder? (If 'No', escalate",523
05e - Period 4 Part 3 Final v1.0,Bag search performed?,524
05e - Period 4 Part 3 Final v1.0,"Has volunteer been reminded of the restrictions, below?",524
05e - Period 4 Part 3 Final v1.0,"Due to the unavailability of phototoxic data, participants will be advised to minimize exposure to sunlight by spending a reduced amount of time outdoors/remaining inside the clinical unit during the residential periods of the study wearing sunglasses and clothing that minimizes exposure to sunlight and using sun cream on exposed areas when going outdoors. They will also be advised not to use sunbeds. This restriction will be advised from first dose until 7 days post- final dose. Sexually active males will commit to utilizing 2 different approved methods of birth control during the trial and for 90 days plus 5 half-lives (ie, 92 days) after the last dose of IMP, or will remain abstinent for the same period of time. Males will refrain from sperm donation from the screening visit through 90 days plus 5 half-lives (ie, 92 days) after the last dose of IMP.",524
05e - Period 4 Part 3 Final v1.0,Have there been any Adverse Events throughout study duration?,524
05e - Period 4 Part 3 Final v1.0,Confirm that all discharge procedures have been completed and the participant is safe to be,525
05e - Period 4 Part 3 Final v1.0,"As participant has had AE(s) on the study, Medic to confirm that all discharge procedures have",525
05e - Period 4 Part 3 Final v1.0,Has it been 30 to 32 days since participant's last dose?,525
06 - Follow Up Call Final v1.0,"Has participant adhered to the restrictions, below?",526
06 - Follow Up Call Final v1.0,"Sexually active males will commit to utilizing 2 different approved methods of birth control during the trial and for 90 days plus 5 half-lives (ie, 92 days) after the last dose of IMP, or will remain abstinent for the same period of time. Males will refrain from sperm donation from the screening visit through 90 days plus 5 half-lives (ie, 92 days) after the last dose of IMP.",526
06 - Follow Up Call Final v1.0,Please ensure that a Protocol Deviation is completed,526
06 - Follow Up Call Final v1.0,Has the participant been unwell since their last visit?,526
06 - Follow Up Call Final v1.0,Please ensure that an Adverse Event is completed,526
06 - Follow Up Call Final v1.0,Has the participant taken any medication since their last visit?,526
06 - Follow Up Call Final v1.0,Please ensure that a Concomitant Medication is completed,527
06 - Follow Up Call Final v1.0,What is the status of the subject?,527
06 - Follow Up Call Final v1.0,Record time of urine sample (Collect Urine Sample),527
07 - Early Termination Final v1.0,"What was the bilirubin result?  If any positive result, inform medic/PI. (Perform urinalysis and",528
07 - Early Termination Final v1.0,"What was the urobilinogen result?  If any positive result, inform medic/PI. (Perform urinalysis",528
07 - Early Termination Final v1.0,"What was the ketone result?  If any positive result, inform medic/PI. (Perform urinalysis and",528
07 - Early Termination Final v1.0,"What was the glucose result?  If any positive result, inform medic/PI. (Perform urinalysis and",529
07 - Early Termination Final v1.0,What was the protein result?,529
07 - Early Termination Final v1.0,"IF PROTEIN ≥ 30mg/dl:  Repeat urinalysis as soon as possible, ensuring a clean catch specimen. If protein remains ≥ 30mg/dl on repeat, then inform PI/medic. (Perform urinalysis and read results)",529
07 - Early Termination Final v1.0,What was the blood result? (Perform urinalysis and read results),530
07 - Early Termination Final v1.0,What was the nitrite result? (Perform urinalysis and read results),531
07 - Early Termination Final v1.0,Record pH value (Perform urinalysis and read results),531
07 - Early Termination Final v1.0,Record specific gravity of sample (Perform urinalysis and read results),531
07 - Early Termination Final v1.0,What was the leukocyte result? (Perform urinalysis and read results),532
07 - Early Termination Final v1.0,"Is participant female and menstruating? (If 'Yes', DO NOT send sample for Microscopy. If 'No',",532
07 - Early Termination Final v1.0,Confirm sample sent for microscopy (Complete associated paperwork),533
07 - Early Termination Final v1.0,Has urinalysis been repeated as soon as possible with a clean catch specimen?,533
07 - Early Termination Final v1.0,Ensure events are repeated to capture this data.,533
07 - Early Termination Final v1.0,Urinalysis Microscopy Sample (20 mL Sterilin screw cap),533
07 - Early Termination Final v1.0,Barcode:,533
07 - Early Termination Final v1.0,Confirm TDL form completed:,533
07 - Early Termination Final v1.0,Has there been a medic review of the Microscopy results?,534
07 - Early Termination Final v1.0,12 Lead Standard ECG,534
07 - Early Termination Final v1.0,Normal QTCF upper range 450 msec for male participants or 470 msec for female participants (Supine for a minimum 3 minutes),534
07 - Early Termination Final v1.0,ECG Rhythm assessment and interpretation,534
07 - Early Termination Final v1.0,Was the ECG clinically significant? (Medic to assess),535
07 - Early Termination Final v1.0,ECG Findings,535
07 - Early Termination Final v1.0,"ECG Findings, including rhythm assessment",535
07 - Early Termination Final v1.0,Vital Signs  (Supine for at least 3 minutes),535
07 - Early Termination Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),536
07 - Early Termination Final v1.0,Vital Sign Findings,536
07 - Early Termination Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),537
07 - Early Termination Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,537
07 - Early Termination Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,537
07 - Early Termination Final v1.0,Vital Signs Difference for SYSTOLIC Drop,537
07 - Early Termination Final v1.0,Vital Signs Difference for DIASTOLIC Drop,538
07 - Early Termination Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),538
07 - Early Termination Final v1.0,Vital Sign Findings,538
07 - Early Termination Final v1.0,Has the participant fasted for 8 hours?,538
07 - Early Termination Final v1.0,Haematology – Mix tube gently by inverting 8–10 times (2 mL K3EDTA),539
07 - Early Termination Final v1.0,Barcode:,539
07 - Early Termination Final v1.0,Has there been a medic review of the Haematology blood results?,539
07 - Early Termination Final v1.0,Chemistry – Mix tube gently by inverting 5–6 times (5 mL SST),539
07 - Early Termination Final v1.0,Has there been a medic review of the Clinical Chemistry blood results?,539
07 - Early Termination Final v1.0,Confirm TDL form completed:,540
07 - Early Termination Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,540
07 - Early Termination Final v1.0,Barcode:,540
07 - Early Termination Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,540
07 - Early Termination Final v1.0,Targeted Physical Examination:  Does the participant require a targeted physical examination?,540
07 - Early Termination Final v1.0,Targeted Physical Examination Findings: Any clinically significant abnormal,540
07 - Early Termination Final v1.0,"If yes, were there any clinically significant abnormal findings?",541
07 - Early Termination Final v1.0,Physical Examination Category,542
07 - Early Termination Final v1.0,Detailed findings of Physical Examination,542
07 - Early Termination Final v1.0,Was a neurological examination performed?,543
07 - Early Termination Final v1.0,Mental Status,543
07 - Early Termination Final v1.0,Cranial Nerves,543
07 - Early Termination Final v1.0,Motor Systems,544
07 - Early Termination Final v1.0,Reflexes,544
07 - Early Termination Final v1.0,Sensory System,545
07 - Early Termination Final v1.0,Co-ordination,545
07 - Early Termination Final v1.0,Station and Gait,546
07 - Early Termination Final v1.0,Detailed findings of Neurological Examination,546
07 - Early Termination Final v1.0,Please use the paper source C-SSRS to enter the following C-SSRS events,546
07 - Early Termination Final v1.0,Was the C-SSRS completed?,546
07 - Early Termination Final v1.0,1. Wish to be dead,547
07 - Early Termination Final v1.0,"Subject endorses thoughts about a wish to be dead or not alive anymore, or a wish to fall asleep and not wake up.",547
07 - Early Termination Final v1.0,2. Non-specific Active Suicidal Thoughts,547
07 - Early Termination Final v1.0,"General non-specific thoughts of wanting to end one's life / commit suicide (e.g. ""I've thought about killing myself"") without thoughts of ways to kill oneself / associated methods, intent, or plan during the assessment period.",547
07 - Early Termination Final v1.0,3. Active Suicidal Ideation with Any Methods (Not Plan) Without Intent to Act,548
07 - Early Termination Final v1.0,"Subject endorses thoughts of suicide and has thought of at least one method during the assessment period. This is different from a specific plan with time, place or method details worked out (e.g. thought of method to kill self but not a specific plan). Includes person who would say, ""I thought about taking an overdose but I never made a specific plan as to when, where or how I would actually do it… and I would never go through with it"".",548
07 - Early Termination Final v1.0,"4. Active Suicidal Ideation with Some Intent to Act, without Specific Plan",548
07 - Early Termination Final v1.0,"Active suicidal thoughts of killing oneself and subject reports having some intent to act on such thoughts, as opposed to ""I have the thoughts but I definitely will not do anything about them"".",548
07 - Early Termination Final v1.0,5. Active Suicidal Ideation with Specific Plan and Intent,549
07 - Early Termination Final v1.0,Thoughts of killing oneself with details of plan fully or partially worked out and subject has some intent to carry it out.,549
07 - Early Termination Final v1.0,Most Severe Ideation,549
07 - Early Termination Final v1.0,"The following feature should be rated with respect to the most severe type of ideation (i.e. 1-5 from above, with 1 being the least severe and 5 being the most severe). Ask about time he/she was feeling the most suicidal.",549
07 - Early Termination Final v1.0,Description of Ideation,549
07 - Early Termination Final v1.0,Frequency,549
07 - Early Termination Final v1.0,Duration,550
07 - Early Termination Final v1.0,Controllability,550
07 - Early Termination Final v1.0,Deterrents,551
07 - Early Termination Final v1.0,Reasons for Ideation,551
07 - Early Termination Final v1.0,Or both?),551
07 - Early Termination Final v1.0,Actual Attempt (Since Last Visit),553
07 - Early Termination Final v1.0,"A potentially self-injurious act committed with at least some wish to die, as a result of act. Behaviour was in part thought of as method to kill oneself. Intent does not have to be 100%. If there is any intent/desire to die associated with the act, then it can be considered an actual suicide attempt. There does not have to be any injury or harm, just the potential for injury or harm. If person pulls trigger while gun is in mouth but gun is broken so no injury results, this is considered an attempt. Inferring Intent: Even if an individual denies intent/wish to die, it may be inferred clinically from the behaviour or circumstances. For example, a highly lethal act that is clearly not an accident so no other intent but suicide can be inferred (e.g. gunshot to head, jumping from window of a high floor/storey). Also, if someone denies intent to die, but they thought that what they did could be lethal, intent maybe inferred.",553
07 - Early Termination Final v1.0,Have you done anything to harm yourself?,553
07 - Early Termination Final v1.0,"Have you done anything dangerous where you could have died?  (What did you do?  Did you ___ as a way to end your life?  Did you want to die (even a little) when you___?  Were you trying to end your life when you___?  Or did you think it was possible you could have died from___?) Or did you do it purely for other reasons / without ANY intention of killing yourself (like to relieve stress, feel better, get sympathy, or get something else to happen)? (Self-Injurious Behaviour without suicidal intent))",553
07 - Early Termination Final v1.0,Total Number of Attempts,553
07 - Early Termination Final v1.0,Has subject engaged in Non-Suicidal Self-Injurious Behaviour (Since Last Visit),553
07 - Early Termination Final v1.0,Interrupted Attempt (Since Last Visit),554
07 - Early Termination Final v1.0,"When the person is interrupted (by an outside circumstance) from starting the potentially self- injurious act (if not for that, actual attempt would have occurred). Overdose: Person has pills in hand but is stopped from ingesting. Once they ingest any pills, this becomes an attempt rather than an interrupted attempt. Shooting: Person has gun pointed towards self, gun is taken away by someone else, or he/she is somehow prevented from pulling trigger. Once they pull the trigger, even if the gun fails to fire, it is an attempt. Jumping: Person is poised to jump, is grabbed and taken down from ledge. Hanging: Person has noose around neck but has not yet started to hang - is stopped from doing so.",554
